ENSEMBL_GENE_ID	Name	Species
ENSG00000129845	testis-specific transcript, Y-linked 1 (non-protein coding)(TTTY1)	Homo sapiens
ENSG00000171097	kynurenine aminotransferase 1(KYAT1)	Homo sapiens
ENSG00000099937	serpin family D member 1(SERPIND1)	Homo sapiens
ENSG00000077800	FK506 binding protein 6(FKBP6)	Homo sapiens
ENSG00000187689	amelotin(AMTN)	Homo sapiens
ENSG00000154556	sorbin and SH3 domain containing 2(SORBS2)	Homo sapiens
ENSG00000143776	CDC42 binding protein kinase alpha(CDC42BPA)	Homo sapiens
ENSG00000173124	acyl-CoA synthetase medium-chain family member 6(ACSM6)	Homo sapiens
ENSG00000084693	ATP/GTP binding protein like 5(AGBL5)	Homo sapiens
ENSG00000179213	SIGLEC family like 1(SIGLECL1)	Homo sapiens
ENSG00000020633	runt related transcription factor 3(RUNX3)	Homo sapiens
ENSG00000067715	synaptotagmin 1(SYT1)	Homo sapiens
ENSG00000197106	solute carrier family 6 member 17(SLC6A17)	Homo sapiens
ENSG00000172404	DnaJ heat shock protein family (Hsp40) member B7(DNAJB7)	Homo sapiens
ENSG00000132698	RAB25, member RAS oncogene family(RAB25)	Homo sapiens
ENSG00000006128	tachykinin precursor 1(TAC1)	Homo sapiens
ENSG00000109101	forkhead box N1(FOXN1)	Homo sapiens
ENSG00000159217	insulin like growth factor 2 mRNA binding protein 1(IGF2BP1)	Homo sapiens
ENSG00000137449	cytoplasmic polyadenylation element binding protein 2(CPEB2)	Homo sapiens
ENSG00000137500	coiled-coil domain containing 90B(CCDC90B)	Homo sapiens
ENSG00000084652	taxilin alpha(TXLNA)	Homo sapiens
ENSG00000145982	phenylalanyl-tRNA synthetase 2, mitochondrial(FARS2)	Homo sapiens
ENSG00000123561	serpin family A member 7(SERPINA7)	Homo sapiens
ENSG00000047932	golgi associated PDZ and coiled-coil motif containing(GOPC)	Homo sapiens
ENSG00000143847	PTPRF interacting protein alpha 4(PPFIA4)	Homo sapiens
ENSG00000111581	nucleoporin 107(NUP107)	Homo sapiens
ENSG00000160679	chromatin target of PRMT1(CHTOP)	Homo sapiens
ENSG00000089225	T-box 5(TBX5)	Homo sapiens
ENSG00000149150	solute carrier family 43 member 1(SLC43A1)	Homo sapiens
ENSG00000143882	ATPase H+ transporting V1 subunit C2(ATP6V1C2)	Homo sapiens
ENSG00000132677	Rh family B glycoprotein (gene/pseudogene)(RHBG)	Homo sapiens
ENSG00000105971	caveolin 2(CAV2)	Homo sapiens
ENSG00000023228	NADH:ubiquinone oxidoreductase core subunit S1(NDUFS1)	Homo sapiens
ENSG00000116525	tripartite motif containing 62(TRIM62)	Homo sapiens
ENSG00000166507	N-deacetylase and N-sulfotransferase 2(NDST2)	Homo sapiens
ENSG00000213619	NADH:ubiquinone oxidoreductase core subunit S3(NDUFS3)	Homo sapiens
ENSG00000101146	ribonucleic acid export 1(RAE1)	Homo sapiens
ENSG00000131409	leucine rich repeat containing 4B(LRRC4B)	Homo sapiens
ENSG00000100997	abhydrolase domain containing 12(ABHD12)	Homo sapiens
ENSG00000168385	septin 2(SEPT2)	Homo sapiens
ENSG00000164099	protease, serine 12(PRSS12)	Homo sapiens
ENSG00000138035	polyribonucleotide nucleotidyltransferase 1(PNPT1)	Homo sapiens
ENSG00000002919	sorting nexin 11(SNX11)	Homo sapiens
ENSG00000140450	arrestin domain containing 4(ARRDC4)	Homo sapiens
ENSG00000168032	ectonucleoside triphosphate diphosphohydrolase 3(ENTPD3)	Homo sapiens
ENSG00000137601	NIMA related kinase 1(NEK1)	Homo sapiens
ENSG00000086504	mitochondrial ribosomal protein L28(MRPL28)	Homo sapiens
ENSG00000170775	G protein-coupled receptor 37(GPR37)	Homo sapiens
ENSG00000050426	LETM1 domain containing 1(LETMD1)	Homo sapiens
ENSG00000105492	sialic acid binding Ig like lectin 6(SIGLEC6)	Homo sapiens
ENSG00000143158	mitochondrial pyruvate carrier 2(MPC2)	Homo sapiens
ENSG00000067048	DEAD-box helicase 3, Y-linked(DDX3Y)	Homo sapiens
ENSG00000129128	signal peptidase complex subunit 3(SPCS3)	Homo sapiens
ENSG00000113430	iroquois homeobox 4(IRX4)	Homo sapiens
ENSG00000132478	unkempt family zinc finger(UNK)	Homo sapiens
ENSG00000129194	SRY-box 15(SOX15)	Homo sapiens
ENSG00000136098	NIMA related kinase 3(NEK3)	Homo sapiens
ENSG00000172116	CD8b molecule(CD8B)	Homo sapiens
ENSG00000117593	aspartyl-tRNA synthetase 2, mitochondrial(DARS2)	Homo sapiens
ENSG00000172057	ORMDL sphingolipid biosynthesis regulator 3(ORMDL3)	Homo sapiens
ENSG00000122787	aldo-keto reductase family 1 member D1(AKR1D1)	Homo sapiens
ENSG00000076382	sperm associated antigen 5(SPAG5)	Homo sapiens
ENSG00000170322	nuclear factor related to kappaB binding protein(NFRKB)	Homo sapiens
ENSG00000019169	macrophage receptor with collagenous structure(MARCO)	Homo sapiens
ENSG00000173335	cystatin 9(CST9)	Homo sapiens
ENSG00000006747	scinderin(SCIN)	Homo sapiens
ENSG00000162734	phosphoprotein enriched in astrocytes 15(PEA15)	Homo sapiens
ENSG00000113356	RNA polymerase III subunit G(POLR3G)	Homo sapiens
ENSG00000138764	cyclin G2(CCNG2)	Homo sapiens
ENSG00000177707	nectin cell adhesion molecule 3(NECTIN3)	Homo sapiens
ENSG00000164885	cyclin dependent kinase 5(CDK5)	Homo sapiens
ENSG00000167680	semaphorin 6B(SEMA6B)	Homo sapiens
ENSG00000153944	musashi RNA binding protein 2(MSI2)	Homo sapiens
ENSG00000117697	NSL1, MIS12 kinetochore complex component(NSL1)	Homo sapiens
ENSG00000068724	tetratricopeptide repeat domain 7A(TTC7A)	Homo sapiens
ENSG00000112658	serum response factor(SRF)	Homo sapiens
ENSG00000169504	chloride intracellular channel 4(CLIC4)	Homo sapiens
ENSG00000081138	cadherin 7(CDH7)	Homo sapiens
ENSG00000125508	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites(SRMS)	Homo sapiens
ENSG00000204581	uncharacterized LOC400997(LOC400997)	Homo sapiens
ENSG00000167987	VPS37C, ESCRT-I subunit(VPS37C)	Homo sapiens
ENSG00000105374	natural killer cell granule protein 7(NKG7)	Homo sapiens
ENSG00000107959	pitrilysin metallopeptidase 1(PITRM1)	Homo sapiens
ENSG00000007171	nitric oxide synthase 2(NOS2)	Homo sapiens
ENSG00000141738	growth factor receptor bound protein 7(GRB7)	Homo sapiens
ENSG00000144045	DEAQ-box RNA dependent ATPase 1(DQX1)	Homo sapiens
ENSG00000115415	signal transducer and activator of transcription 1(STAT1)	Homo sapiens
ENSG00000141933	tubulin polyglutamylase complex subunit 1(TPGS1)	Homo sapiens
ENSG00000182771	glutamate ionotropic receptor delta type subunit 1(GRID1)	Homo sapiens
ENSG00000134248	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5(LAMTOR5)	Homo sapiens
ENSG00000144867	SRP receptor beta subunit(SRPRB)	Homo sapiens
ENSG00000004809	solute carrier family 22 member 16(SLC22A16)	Homo sapiens
ENSG00000132671	somatostatin receptor 4(SSTR4)	Homo sapiens
ENSG00000104967	NOVA alternative splicing regulator 2(NOVA2)	Homo sapiens
ENSG00000121900	transmembrane protein 54(TMEM54)	Homo sapiens
ENSG00000164830	oxidation resistance 1(OXR1)	Homo sapiens
ENSG00000170043	trafficking protein particle complex 1(TRAPPC1)	Homo sapiens
ENSG00000145506	naked cuticle homolog 2(NKD2)	Homo sapiens
ENSG00000198569	solute carrier family 34 member 3(SLC34A3)	Homo sapiens
ENSG00000019582	CD74 molecule(CD74)	Homo sapiens
ENSG00000198805	purine nucleoside phosphorylase(PNP)	Homo sapiens
ENSG00000067113	phospholipid phosphatase 1(PLPP1)	Homo sapiens
ENSG00000117091	CD48 molecule(CD48)	Homo sapiens
ENSG00000111596	CCR4-NOT transcription complex subunit 2(CNOT2)	Homo sapiens
ENSG00000152822	glutamate metabotropic receptor 1(GRM1)	Homo sapiens
ENSG00000085063	CD59 molecule(CD59)	Homo sapiens
ENSG00000075826	SEC31 homolog B, COPII coat complex component(SEC31B)	Homo sapiens
ENSG00000136161	RCC1 and BTB domain containing protein 2(RCBTB2)	Homo sapiens
ENSG00000170627	gametocyte specific factor 1(GTSF1)	Homo sapiens
ENSG00000114315	hes family bHLH transcription factor 1(HES1)	Homo sapiens
ENSG00000111644	acrosin binding protein(ACRBP)	Homo sapiens
ENSG00000143224	protoporphyrinogen oxidase(PPOX)	Homo sapiens
ENSG00000101265	Ras association domain family member 2(RASSF2)	Homo sapiens
ENSG00000136237	Rap guanine nucleotide exchange factor 5(RAPGEF5)	Homo sapiens
ENSG00000104341	lysosomal protein transmembrane 4 beta(LAPTM4B)	Homo sapiens
ENSG00000138032	protein phosphatase, Mg2+/Mn2+ dependent 1B(PPM1B)	Homo sapiens
ENSG00000125505	membrane bound O-acyltransferase domain containing 7(MBOAT7)	Homo sapiens
ENSG00000088899	leucine zipper tumor suppressor family member 3(LZTS3)	Homo sapiens
ENSG00000133048	chitinase 3 like 1(CHI3L1)	Homo sapiens
ENSG00000106351	ArfGAP with FG repeats 2(AGFG2)	Homo sapiens
ENSG00000146083	ring finger protein 44(RNF44)	Homo sapiens
ENSG00000131721	Rhox homeobox family member 2(RHOXF2)	Homo sapiens
ENSG00000133063	chitinase 1(CHIT1)	Homo sapiens
ENSG00000132196	hydroxysteroid 17-beta dehydrogenase 7(HSD17B7)	Homo sapiens
ENSG00000151322	neuronal PAS domain protein 3(NPAS3)	Homo sapiens
ENSG00000111670	N-acetylglucosamine-1-phosphate transferase alpha and beta subunits(GNPTAB)	Homo sapiens
ENSG00000161204	ATP binding cassette subfamily F member 3(ABCF3)	Homo sapiens
ENSG00000158865	solute carrier family 5 member 11(SLC5A11)	Homo sapiens
ENSG00000170276	heat shock protein family B (small) member 2(HSPB2)	Homo sapiens
ENSG00000167207	nucleotide binding oligomerization domain containing 2(NOD2)	Homo sapiens
ENSG00000101158	negative elongation factor complex member C/D(NELFCD)	Homo sapiens
ENSG00000115464	ubiquitin specific peptidase 34(USP34)	Homo sapiens
ENSG00000142544	cytosolic thiouridylase subunit 1(CTU1)	Homo sapiens
ENSG00000197385	zinc finger protein 860(ZNF860)	Homo sapiens
ENSG00000198246	solute carrier family 29 member 3(SLC29A3)	Homo sapiens
ENSG00000169933	FERM and PDZ domain containing 4(FRMPD4)	Homo sapiens
ENSG00000135924	DnaJ heat shock protein family (Hsp40) member B2(DNAJB2)	Homo sapiens
ENSG00000133818	related RAS viral (r-ras) oncogene homolog 2(RRAS2)	Homo sapiens
ENSG00000148734	neuropeptide FF receptor 1(NPFFR1)	Homo sapiens
ENSG00000117971	cholinergic receptor nicotinic beta 4 subunit(CHRNB4)	Homo sapiens
ENSG00000187080	olfactory receptor family 2 subfamily AK member 2(OR2AK2)	Homo sapiens
ENSG00000204388	heat shock protein family A (Hsp70) member 1B(HSPA1B)	Homo sapiens
ENSG00000099817	RNA polymerase II subunit E(POLR2E)	Homo sapiens
ENSG00000184258	cerebellar degeneration related protein 1(CDR1)	Homo sapiens
ENSG00000106628	DNA polymerase delta 2, accessory subunit(POLD2)	Homo sapiens
ENSG00000197880	myelodysplastic syndrome 2 translocation associated(MDS2)	Homo sapiens
ENSG00000126804	zinc finger and BTB domain containing 1(ZBTB1)	Homo sapiens
ENSG00000123388	homeobox C11(HOXC11)	Homo sapiens
ENSG00000089775	zinc finger and BTB domain containing 25(ZBTB25)	Homo sapiens
ENSG00000196917	hydroxycarboxylic acid receptor 1(HCAR1)	Homo sapiens
ENSG00000123080	cyclin dependent kinase inhibitor 2C(CDKN2C)	Homo sapiens
ENSG00000100865	cyclin dependent kinase 2 interacting protein(CINP)	Homo sapiens
ENSG00000122592	homeobox A7(HOXA7)	Homo sapiens
ENSG00000135426	thymocyte expressed, positive selection associated 1(TESPA1)	Homo sapiens
ENSG00000107864	cytoplasmic polyadenylation element binding protein 3(CPEB3)	Homo sapiens
ENSG00000185689	chromosome 6 open reading frame 201(C6orf201)	Homo sapiens
ENSG00000164066	inturned planar cell polarity protein(INTU)	Homo sapiens
ENSG00000115364	mitochondrial ribosomal protein L19(MRPL19)	Homo sapiens
ENSG00000061273	histone deacetylase 7(HDAC7)	Homo sapiens
ENSG00000055950	mitochondrial ribosomal protein L43(MRPL43)	Homo sapiens
ENSG00000164715	lemur tyrosine kinase 2(LMTK2)	Homo sapiens
ENSG00000072071	adhesion G protein-coupled receptor L1(ADGRL1)	Homo sapiens
ENSG00000138092	centromere protein O(CENPO)	Homo sapiens
ENSG00000175216	cytoskeleton associated protein 5(CKAP5)	Homo sapiens
ENSG00000108829	leucine rich repeat containing 59(LRRC59)	Homo sapiens
ENSG00000135423	glutaminase 2(GLS2)	Homo sapiens
ENSG00000091073	deltex E3 ubiquitin ligase 2(DTX2)	Homo sapiens
ENSG00000170876	transmembrane protein 43(TMEM43)	Homo sapiens
ENSG00000159387	iroquois homeobox 6(IRX6)	Homo sapiens
ENSG00000006007	glycerophosphodiester phosphodiesterase 1(GDE1)	Homo sapiens
ENSG00000089048	ESF1 nucleolar pre-rRNA processing protein homolog(ESF1)	Homo sapiens
ENSG00000136770	DnaJ heat shock protein family (Hsp40) member C1(DNAJC1)	Homo sapiens
ENSG00000115085	zeta chain of T cell receptor associated protein kinase 70(ZAP70)	Homo sapiens
ENSG00000125650	persephin(PSPN)	Homo sapiens
ENSG00000163202	late cornified envelope 3D(LCE3D)	Homo sapiens
ENSG00000152117	sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3) pseudogene(LOC150776)	Homo sapiens
ENSG00000163823	C-C motif chemokine receptor 1(CCR1)	Homo sapiens
ENSG00000135406	peripherin(PRPH)	Homo sapiens
ENSG00000112514	cutA divalent cation tolerance homolog(CUTA)	Homo sapiens
ENSG00000177414	ubiquitin conjugating enzyme E2 U (putative)(UBE2U)	Homo sapiens
ENSG00000168612	zinc finger SWIM-type containing 1(ZSWIM1)	Homo sapiens
ENSG00000163515	resistin like beta(RETNLB)	Homo sapiens
ENSG00000029993	high mobility group box 3(HMGB3)	Homo sapiens
ENSG00000160791	C-C motif chemokine receptor 5 (gene/pseudogene)(CCR5)	Homo sapiens
ENSG00000196944	olfactory receptor family 2 subfamily T member 4(OR2T4)	Homo sapiens
ENSG00000136630	H2.0 like homeobox(HLX)	Homo sapiens
ENSG00000006740	Rho GTPase activating protein 44(ARHGAP44)	Homo sapiens
ENSG00000118217	activating transcription factor 6(ATF6)	Homo sapiens
ENSG00000084764	microtubule associated protein RP/EB family member 3(MAPRE3)	Homo sapiens
ENSG00000123143	protein kinase N1(PKN1)	Homo sapiens
ENSG00000116685	KIAA2013(KIAA2013)	Homo sapiens
ENSG00000153187	heterogeneous nuclear ribonucleoprotein U(HNRNPU)	Homo sapiens
ENSG00000167822	olfactory receptor family 8 subfamily J member 3(OR8J3)	Homo sapiens
ENSG00000204682	cancer susceptibility candidate 10(CASC10)	Homo sapiens
ENSG00000138669	protein kinase, cGMP-dependent, type II(PRKG2)	Homo sapiens
ENSG00000116014	KISS1 receptor(KISS1R)	Homo sapiens
ENSG00000122566	heterogeneous nuclear ribonucleoprotein A2/B1(HNRNPA2B1)	Homo sapiens
ENSG00000108106	ubiquitin conjugating enzyme E2 S(UBE2S)	Homo sapiens
ENSG00000130176	calponin 1(CNN1)	Homo sapiens
ENSG00000100612	dehydrogenase/reductase 7(DHRS7)	Homo sapiens
ENSG00000178982	eukaryotic translation initiation factor 3 subunit K(EIF3K)	Homo sapiens
ENSG00000164694	fibronectin type III domain containing 1(FNDC1)	Homo sapiens
ENSG00000146707	POM121 and ZP3 fusion(POMZP3)	Homo sapiens
ENSG00000171132	protein kinase C epsilon(PRKCE)	Homo sapiens
ENSG00000130703	oxysterol binding protein like 2(OSBPL2)	Homo sapiens
ENSG00000002587	heparan sulfate-glucosamine 3-sulfotransferase 1(HS3ST1)	Homo sapiens
ENSG00000108666	chromosome 17 open reading frame 75(C17orf75)	Homo sapiens
ENSG00000172765	transmembrane and coiled-coil domain family 1(TMCC1)	Homo sapiens
ENSG00000013364	major vault protein(MVP)	Homo sapiens
ENSG00000113141	microRNA 3655(MIR3655)	Homo sapiens
ENSG00000111725	protein kinase AMP-activated non-catalytic subunit beta 1(PRKAB1)	Homo sapiens
ENSG00000085741	Wnt family member 11(WNT11)	Homo sapiens
ENSG00000103489	xylosyltransferase 1(XYLT1)	Homo sapiens
ENSG00000108510	mediator complex subunit 13(MED13)	Homo sapiens
ENSG00000134245	Wnt family member 2B(WNT2B)	Homo sapiens
ENSG00000143257	nuclear receptor subfamily 1 group I member 3(NR1I3)	Homo sapiens
ENSG00000161203	adaptor related protein complex 2 mu 1 subunit(AP2M1)	Homo sapiens
ENSG00000124208	TMEM189-UBE2V1 readthrough(TMEM189-UBE2V1)	Homo sapiens
ENSG00000152804	hematopoietically expressed homeobox(HHEX)	Homo sapiens
ENSG00000115596	Wnt family member 6(WNT6)	Homo sapiens
ENSG00000172350	ATP binding cassette subfamily G member 4(ABCG4)	Homo sapiens
ENSG00000004487	lysine demethylase 1A(KDM1A)	Homo sapiens
ENSG00000073464	chloride voltage-gated channel 4(CLCN4)	Homo sapiens
ENSG00000128191	microRNA 1306(MIR1306)	Homo sapiens
ENSG00000104808	dihydrodiol dehydrogenase(DHDH)	Homo sapiens
ENSG00000123685	basic leucine zipper ATF-like transcription factor 3(BATF3)	Homo sapiens
ENSG00000204632	major histocompatibility complex, class I, G(HLA-G)	Homo sapiens
ENSG00000204592	major histocompatibility complex, class I, E(HLA-E)	Homo sapiens
ENSG00000084710	EFR3 homolog B(EFR3B)	Homo sapiens
ENSG00000188848	BEN domain containing 4(BEND4)	Homo sapiens
ENSG00000198054	Down syndrome critical region 8(DSCR8)	Homo sapiens
ENSG00000154415	protein phosphatase 1 regulatory subunit 3A(PPP1R3A)	Homo sapiens
ENSG00000102805	ceroid-lipofuscinosis, neuronal 5(CLN5)	Homo sapiens
ENSG00000015285	Wiskott-Aldrich syndrome(WAS)	Homo sapiens
ENSG00000093217	xylulokinase(XYLB)	Homo sapiens
ENSG00000178038	ALS2 C-terminal like(ALS2CL)	Homo sapiens
ENSG00000180881	calcyphosine 2(CAPS2)	Homo sapiens
ENSG00000103995	centrosomal protein 152(CEP152)	Homo sapiens
ENSG00000164035	endomucin(EMCN)	Homo sapiens
ENSG00000185189	microRNA 6845(MIR6845)	Homo sapiens
ENSG00000092009	chymase 1(CMA1)	Homo sapiens
ENSG00000167261	dipeptidase 2(DPEP2)	Homo sapiens
ENSG00000204257	major histocompatibility complex, class II, DM alpha(HLA-DMA)	Homo sapiens
ENSG00000117385	prolyl 3-hydroxylase 1(P3H1)	Homo sapiens
ENSG00000013619	mastermind like domain containing 1(MAMLD1)	Homo sapiens
ENSG00000125731	SH2 domain containing 3A(SH2D3A)	Homo sapiens
ENSG00000167553	tubulin alpha 1c(TUBA1C)	Homo sapiens
ENSG00000135678	carboxypeptidase M(CPM)	Homo sapiens
ENSG00000063322	mediator complex subunit 29(MED29)	Homo sapiens
ENSG00000164736	SRY-box 17(SOX17)	Homo sapiens
ENSG00000163481	ring finger protein 25(RNF25)	Homo sapiens
ENSG00000182512	glutaredoxin 5(GLRX5)	Homo sapiens
ENSG00000047457	ceruloplasmin(CP)	Homo sapiens
ENSG00000170044	zona pellucida like domain containing 1(ZPLD1)	Homo sapiens
ENSG00000131174	cytochrome c oxidase subunit 7B(COX7B)	Homo sapiens
ENSG00000125538	interleukin 1 beta(IL1B)	Homo sapiens
ENSG00000168060	N-acetylated alpha-linked acidic dipeptidase like 1(NAALADL1)	Homo sapiens
ENSG00000059691	glutamyl-tRNA amidotransferase subunit B(GATB)	Homo sapiens
ENSG00000099942	CRK like proto-oncogene, adaptor protein(CRKL)	Homo sapiens
ENSG00000167193	CRK proto-oncogene, adaptor protein(CRK)	Homo sapiens
ENSG00000122643	5'-nucleotidase, cytosolic IIIA(NT5C3A)	Homo sapiens
ENSG00000106113	corticotropin releasing hormone receptor 2(CRHR2)	Homo sapiens
ENSG00000095794	cAMP responsive element modulator(CREM)	Homo sapiens
ENSG00000067057	phosphofructokinase, platelet(PFKP)	Homo sapiens
ENSG00000110074	FAD dependent oxidoreductase domain containing 1(FOXRED1)	Homo sapiens
ENSG00000109113	nine-amino acid residue-repeats(NARR)	Homo sapiens
ENSG00000172728	fucosyltransferase 10(FUT10)	Homo sapiens
ENSG00000143256	prefoldin subunit 2(PFDN2)	Homo sapiens
ENSG00000101132	prefoldin subunit 4(PFDN4)	Homo sapiens
ENSG00000185926	olfactory receptor family 4 subfamily C member 46(OR4C46)	Homo sapiens
ENSG00000070423	ring finger protein 126(RNF126)	Homo sapiens
ENSG00000115317	HtrA serine peptidase 2(HTRA2)	Homo sapiens
ENSG00000092758	collagen type IX alpha 3 chain(COL9A3)	Homo sapiens
ENSG00000099910	kelch like family member 22(KLHL22)	Homo sapiens
ENSG00000138606	Src homology 2 domain containing F(SHF)	Homo sapiens
ENSG00000132386	serpin family F member 1(SERPINF1)	Homo sapiens
ENSG00000069998	cat eye syndrome chromosome region, candidate 5(CECR5)	Homo sapiens
ENSG00000147854	ubiquitin like with PHD and ring finger domains 2(UHRF2)	Homo sapiens
ENSG00000185651	ubiquitin conjugating enzyme E2 L3(UBE2L3)	Homo sapiens
ENSG00000089289	immunoglobulin (CD79A) binding protein 1(IGBP1)	Homo sapiens
ENSG00000006837	cyclin dependent kinase like 3(CDKL3)	Homo sapiens
ENSG00000130511	single stranded DNA binding protein 4(SSBP4)	Homo sapiens
ENSG00000165533	tetratricopeptide repeat domain 8(TTC8)	Homo sapiens
ENSG00000164176	EGF like repeats and discoidin domains 3(EDIL3)	Homo sapiens
ENSG00000110497	autophagy and beclin 1 regulator 1(AMBRA1)	Homo sapiens
ENSG00000086288	NME/NM23 family member 8(NME8)	Homo sapiens
ENSG00000132388	ubiquitin conjugating enzyme E2 G1(UBE2G1)	Homo sapiens
ENSG00000087470	dynamin 1 like(DNM1L)	Homo sapiens
ENSG00000092094	O-sialoglycoprotein endopeptidase(OSGEP)	Homo sapiens
ENSG00000115252	phosphodiesterase 1A(PDE1A)	Homo sapiens
ENSG00000024526	DEP domain containing 1(DEPDC1)	Homo sapiens
ENSG00000122218	coatomer protein complex subunit alpha(COPA)	Homo sapiens
ENSG00000142230	SUMO1 activating enzyme subunit 1(SAE1)	Homo sapiens
ENSG00000173545	zinc finger protein 622(ZNF622)	Homo sapiens
ENSG00000185728	YTH N6-methyladenosine RNA binding protein 3(YTHDF3)	Homo sapiens
ENSG00000189079	AT-rich interaction domain 2(ARID2)	Homo sapiens
ENSG00000145365	TRAF interacting protein with forkhead associated domain(TIFA)	Homo sapiens
ENSG00000136197	chromosome 7 open reading frame 25(C7orf25)	Homo sapiens
ENSG00000115816	CCAAT/enhancer binding protein zeta(CEBPZ)	Homo sapiens
ENSG00000130182	zinc finger and SCAN domain containing 10(ZSCAN10)	Homo sapiens
ENSG00000170890	phospholipase A2 group IB(PLA2G1B)	Homo sapiens
ENSG00000101160	cathepsin Z(CTSZ)	Homo sapiens
ENSG00000082929	long intergenic non-protein coding RNA 1587(LINC01587)	Homo sapiens
ENSG00000135838	N-acetylneuraminate pyruvate lyase(NPL)	Homo sapiens
ENSG00000211460	translin(TSN)	Homo sapiens
ENSG00000138073	prolactin regulatory element binding(PREB)	Homo sapiens
ENSG00000026036	RTEL1-TNFRSF6B readthrough (NMD candidate)(RTEL1-TNFRSF6B)	Homo sapiens
ENSG00000143387	cathepsin K(CTSK)	Homo sapiens
ENSG00000103811	cathepsin H(CTSH)	Homo sapiens
ENSG00000089723	OTU deubiquitinase, ubiquitin aldehyde binding 2(OTUB2)	Homo sapiens
ENSG00000197536	chromosome 5 open reading frame 56(C5orf56)	Homo sapiens
ENSG00000198700	importin 9(IPO9)	Homo sapiens
ENSG00000134453	RNA binding motif protein 17(RBM17)	Homo sapiens
ENSG00000022976	zinc finger protein 839(ZNF839)	Homo sapiens
ENSG00000135823	syntaxin 6(STX6)	Homo sapiens
ENSG00000007255	trafficking protein particle complex 6A(TRAPPC6A)	Homo sapiens
ENSG00000008277	ADAM metallopeptidase domain 22(ADAM22)	Homo sapiens
ENSG00000149179	chromosome 11 open reading frame 49(C11orf49)	Homo sapiens
ENSG00000103994	zinc finger protein 106(ZNF106)	Homo sapiens
ENSG00000154309	dispatched RND transporter family member 1(DISP1)	Homo sapiens
ENSG00000035499	DEP domain containing 1B(DEPDC1B)	Homo sapiens
ENSG00000147408	chondroitin sulfate N-acetylgalactosaminyltransferase 1(CSGALNACT1)	Homo sapiens
ENSG00000164161	hedgehog interacting protein(HHIP)	Homo sapiens
ENSG00000121073	solute carrier family 35 member B1(SLC35B1)	Homo sapiens
ENSG00000183598	histone cluster 2 H3 family member d(HIST2H3D)	Homo sapiens
ENSG00000110108	transmembrane protein 109(TMEM109)	Homo sapiens
ENSG00000124191	TOX high mobility group box family member 2(TOX2)	Homo sapiens
ENSG00000111536	interleukin 26(IL26)	Homo sapiens
ENSG00000110104	coiled-coil domain containing 86(CCDC86)	Homo sapiens
ENSG00000108306	F-box and leucine rich repeat protein 20(FBXL20)	Homo sapiens
ENSG00000173334	tribbles pseudokinase 1(TRIB1)	Homo sapiens
ENSG00000164093	paired like homeodomain 2(PITX2)	Homo sapiens
ENSG00000196715	vitamin K epoxide reductase complex subunit 1 like 1(VKORC1L1)	Homo sapiens
ENSG00000054967	RELT tumor necrosis factor receptor(RELT)	Homo sapiens
ENSG00000006530	acylglycerol kinase(AGK)	Homo sapiens
ENSG00000163958	zinc finger DHHC-type containing 19(ZDHHC19)	Homo sapiens
ENSG00000185915	kelch like family member 34(KLHL34)	Homo sapiens
ENSG00000107537	phytanoyl-CoA 2-hydroxylase(PHYH)	Homo sapiens
ENSG00000100665	serpin family A member 4(SERPINA4)	Homo sapiens
ENSG00000124102	peptidase inhibitor 3(PI3)	Homo sapiens
ENSG00000103653	c-src tyrosine kinase(CSK)	Homo sapiens
ENSG00000126545	casein alpha s1(CSN1S1)	Homo sapiens
ENSG00000143942	ChaC cation transport regulator homolog 2(CHAC2)	Homo sapiens
ENSG00000128944	kinetochore localized astrin/SPAG5 binding protein(KNSTRN)	Homo sapiens
ENSG00000197123	zinc finger protein 679(ZNF679)	Homo sapiens
ENSG00000140416	tropomyosin 1 (alpha)(TPM1)	Homo sapiens
ENSG00000174099	methionine sulfoxide reductase B3(MSRB3)	Homo sapiens
ENSG00000141551	casein kinase 1 delta(CSNK1D)	Homo sapiens
ENSG00000046774	MAGE family member C2(MAGEC2)	Homo sapiens
ENSG00000160097	fibronectin type III domain containing 5(FNDC5)	Homo sapiens
ENSG00000140598	elongation factor like GTPase 1(EFL1)	Homo sapiens
ENSG00000035928	replication factor C subunit 1(RFC1)	Homo sapiens
ENSG00000143067	zinc finger protein 697(ZNF697)	Homo sapiens
ENSG00000134326	cytidine/uridine monophosphate kinase 2(CMPK2)	Homo sapiens
ENSG00000119632	interferon alpha inducible protein 27 like 2(IFI27L2)	Homo sapiens
ENSG00000168826	zinc finger and BTB domain containing 49(ZBTB49)	Homo sapiens
ENSG00000143839	renin(REN)	Homo sapiens
ENSG00000125037	ER membrane protein complex subunit 3(EMC3)	Homo sapiens
ENSG00000137857	dual oxidase 1(DUOX1)	Homo sapiens
ENSG00000067596	DEAH-box helicase 8(DHX8)	Homo sapiens
ENSG00000105705	SURP and G-patch domain containing 1(SUGP1)	Homo sapiens
ENSG00000162924	REL proto-oncogene, NF-kB subunit(REL)	Homo sapiens
ENSG00000158683	polycystin 1 like 1, transient receptor potential channel interacting(PKD1L1)	Homo sapiens
ENSG00000117906	reticulocalbin 2(RCN2)	Homo sapiens
